timestamp,title,side,outcome,price,size,slug,eventSlug,proxyWallet,asset,conditionId
26/02/2026 21:44:34,Club Guaraní vs. CA Juventud: O/U 4.5,BUY,Under,0.92,40.0,lib-gua-juv-2026-02-26-total-4pt5,lib-gua-juv-2026-02-26-more-markets,0x9ea10c9f5eeadf149da34117a7882f2275c9df66,90815158553642736021004480730106031405877302002853836038484443773730409645098,0xe11c1cfe7fa7d32d2fb6c6c45ecfeaa705e9e3ec2bc1ea4d71fe3bb8223db6e9
26/02/2026 21:39:56,CA River Plate vs. CA Banfield: O/U 3.5,BUY,Under,0.8,49.0,arg-riv-ban-2026-02-26-total-3pt5,arg-riv-ban-2026-02-26-more-markets,0x9ea10c9f5eeadf149da34117a7882f2275c9df66,11512318629709621153975632482862879721634260327646449929488183548528870718658,0x928ee0f54e039d7b73fea3b53d50d05b0258b49bdc6b953e24cc8b651d687e6f
26/02/2026 00:50:58,Botafogo FR vs. CA Nacional Potosí: O/U 4.5,BUY,Under,0.69,79.45,lib-bot-nap-2026-02-25-total-4pt5,lib-bot-nap-2026-02-25-more-markets,0x9ea10c9f5eeadf149da34117a7882f2275c9df66,82596029113704657277012767835817977409703578158781216482989502644294655481533,0x422aa681739900c3e8333ecb0389e28215905498c0d94b6e9d5db937c470300e
26/02/2026 00:46:56,Botafogo FR vs. CA Nacional Potosí: O/U 4.5,SELL,Over,0.36,50.0,lib-bot-nap-2026-02-25-total-4pt5,lib-bot-nap-2026-02-25-more-markets,0x9ea10c9f5eeadf149da34117a7882f2275c9df66,71012511610093987843675994350337915139133673228409708684288339636952683277906,0x422aa681739900c3e8333ecb0389e28215905498c0d94b6e9d5db937c470300e
26/02/2026 00:43:54,Botafogo FR vs. CA Nacional Potosí: O/U 4.5,BUY,Over,0.9,50.0,lib-bot-nap-2026-02-25-total-4pt5,lib-bot-nap-2026-02-25-more-markets,0x9ea10c9f5eeadf149da34117a7882f2275c9df66,71012511610093987843675994350337915139133673228409708684288339636952683277906,0x422aa681739900c3e8333ecb0389e28215905498c0d94b6e9d5db937c470300e
25/02/2026 23:53:42,Will CA Vélez Sarsfield win on 2026-02-25?,BUY,Yes,0.31,30.0,arg-vel-rie-2026-02-25-vel,arg-vel-rie-2026-02-25,0x9ea10c9f5eeadf149da34117a7882f2275c9df66,30666572049066568892915609984478523890939076205871430221238593759665902085969,0x13b8bad17a0bd4314e90338bded9e3a8e577044c15dcf5e19d84d43fd441ba5d
25/02/2026 23:53:18,Will CA Vélez Sarsfield vs. CD Riestra end in a draw?,BUY,Yes,0.58,30.0,arg-vel-rie-2026-02-25-draw,arg-vel-rie-2026-02-25,0x9ea10c9f5eeadf149da34117a7882f2275c9df66,59978200588591568351672305100829213695897003105442082107692655437892669434864,0x1bd52e1c72a0d46a57a4448513a6e513d5d37c243e3813618fe165364d76c36c
25/02/2026 01:12:10,CA Gimnasia y Esgrima de Mendoza vs. CA Independiente: O/U 1.5,SELL,Under,0.14,30.0,arg-gye-ind-2026-02-24-total-1pt5,arg-gye-ind-2026-02-24-more-markets,0x9ea10c9f5eeadf149da34117a7882f2275c9df66,57328362766676360493381712157696415329644600226513288567156815905213153876444,0x131867ad1da8afe1bd7ec81ff7df72340c3ef1404681d366e44e7d2780728f36
25/02/2026 01:01:58,CA Gimnasia y Esgrima de Mendoza vs. CA Independiente: O/U 1.5,BUY,Under,0.44,30.0,arg-gye-ind-2026-02-24-total-1pt5,arg-gye-ind-2026-02-24-more-markets,0x9ea10c9f5eeadf149da34117a7882f2275c9df66,57328362766676360493381712157696415329644600226513288567156815905213153876444,0x131867ad1da8afe1bd7ec81ff7df72340c3ef1404681d366e44e7d2780728f36
24/02/2026 23:23:30,CA Belgrano vs. CA Tucumán: O/U 4.5,BUY,Under,0.92,50.0,arg-bel-cat-2026-02-24-total-4pt5,arg-bel-cat-2026-02-24-more-markets,0x9ea10c9f5eeadf149da34117a7882f2275c9df66,56622368299328873054141111294886003701117253424697131894476497802655758507521,0x9ee02bfd67b25b9f21429392e4a451f03b9f465a6059757e2522bf302936f9d4
23/02/2026 21:51:52,Everton FC vs. Manchester United FC: O/U 1.5,SELL,Over,0.1,18.0,epl-eve-mun-2026-02-23-total-1pt5,epl-eve-mun-2026-02-23-more-markets,0x9ea10c9f5eeadf149da34117a7882f2275c9df66,102479969031513406741588920298124444908655951491754879220714298152404630114167,0x799ca3f3f587a0d8b28d35560a2372ee49810a694e3d8f92e33ef091f81c84ff
23/02/2026 21:36:10,Bologna FC 1909 vs. Udinese Calcio: O/U 3.5,SELL,Under,0.994,14.37,sea-bol-udi-2026-02-23-total-3pt5,sea-bol-udi-2026-02-23-more-markets,0x9ea10c9f5eeadf149da34117a7882f2275c9df66,99570311340857762409497010846222199843317394367865152839062641747293198652755,0x8eeee958f491f1dac8c335a36c380a9345731ca5aa67b5abdb8859a74681b6dc
23/02/2026 21:35:50,Bologna FC 1909 vs. Udinese Calcio: O/U 3.5,SELL,Under,0.995,5.63,sea-bol-udi-2026-02-23-total-3pt5,sea-bol-udi-2026-02-23-more-markets,0x9ea10c9f5eeadf149da34117a7882f2275c9df66,99570311340857762409497010846222199843317394367865152839062641747293198652755,0x8eeee958f491f1dac8c335a36c380a9345731ca5aa67b5abdb8859a74681b6dc
23/02/2026 21:35:20,Bologna FC 1909 vs. Udinese Calcio: O/U 4.5,SELL,Under,0.998,40.0,sea-bol-udi-2026-02-23-total-4pt5,sea-bol-udi-2026-02-23-more-markets,0x9ea10c9f5eeadf149da34117a7882f2275c9df66,1542863001247718179219611338009838896987471841545216988963585106663526544702,0xa9ecf3e47bf1d42e317b0ed5be397673f1239f3ace29cce6225daf7d4b7ffe5d
23/02/2026 19:32:46,Bologna FC 1909 vs. Udinese Calcio: O/U 4.5,BUY,Under,0.91,20.0,sea-bol-udi-2026-02-23-total-4pt5,sea-bol-udi-2026-02-23-more-markets,0x9ea10c9f5eeadf149da34117a7882f2275c9df66,1542863001247718179219611338009838896987471841545216988963585106663526544702,0xa9ecf3e47bf1d42e317b0ed5be397673f1239f3ace29cce6225daf7d4b7ffe5d
23/02/2026 19:32:38,Bologna FC 1909 vs. Udinese Calcio: O/U 4.5,BUY,Under,0.91,20.0,sea-bol-udi-2026-02-23-total-4pt5,sea-bol-udi-2026-02-23-more-markets,0x9ea10c9f5eeadf149da34117a7882f2275c9df66,1542863001247718179219611338009838896987471841545216988963585106663526544702,0xa9ecf3e47bf1d42e317b0ed5be397673f1239f3ace29cce6225daf7d4b7ffe5d
23/02/2026 19:32:32,Bologna FC 1909 vs. Udinese Calcio: O/U 3.5,BUY,Under,0.78,20.0,sea-bol-udi-2026-02-23-total-3pt5,sea-bol-udi-2026-02-23-more-markets,0x9ea10c9f5eeadf149da34117a7882f2275c9df66,99570311340857762409497010846222199843317394367865152839062641747293198652755,0x8eeee958f491f1dac8c335a36c380a9345731ca5aa67b5abdb8859a74681b6dc
23/02/2026 19:31:20,Everton FC vs. Manchester United FC: O/U 4.5,BUY,Under,0.85,40.0,epl-eve-mun-2026-02-23-total-4pt5,epl-eve-mun-2026-02-23-more-markets,0x9ea10c9f5eeadf149da34117a7882f2275c9df66,115555716127552044922236835935537169000983877364582589631392487499477753967961,0x06109fffcaff1f9685a23c68f4da03e72161b4790247c631596111c6fdd30767
23/02/2026 00:02:44,CA Vélez Sarsfield vs. CA River Plate: O/U 4.5,SELL,Under,0.993,4.16,arg-vel-riv-2026-02-22-total-4pt5,arg-vel-riv-2026-02-22-more-markets,0x9ea10c9f5eeadf149da34117a7882f2275c9df66,6526328760623752772481294234789133938623788320594989157359530008121724012439,0x249e30439a6e42924310da684fdd9f4785d699c1b6f12f848772fcb4076a92f4
23/02/2026 00:01:32,CA Vélez Sarsfield vs. CA River Plate: O/U 4.5,SELL,Under,0.994,10.72,arg-vel-riv-2026-02-22-total-4pt5,arg-vel-riv-2026-02-22-more-markets,0x9ea10c9f5eeadf149da34117a7882f2275c9df66,6526328760623752772481294234789133938623788320594989157359530008121724012439,0x249e30439a6e42924310da684fdd9f4785d699c1b6f12f848772fcb4076a92f4
22/02/2026 23:42:46,CA Unión vs. CA Aldosivi: O/U 3.5,BUY,Under,0.82,30.0,arg-uni-ald-2026-02-22-total-3pt5,arg-uni-ald-2026-02-22-more-markets,0x9ea10c9f5eeadf149da34117a7882f2275c9df66,105853470884861214488284256250268482224971603940981599580834826773462456909403,0x5215e4709cf02c3288e8adcd406bc099142b2ae0bf5cf37badca7d97e7f98dea
22/02/2026 22:32:12,CA Vélez Sarsfield vs. CA River Plate: O/U 4.5,BUY,Under,0.9,50.0,arg-vel-riv-2026-02-22-total-4pt5,arg-vel-riv-2026-02-22-more-markets,0x9ea10c9f5eeadf149da34117a7882f2275c9df66,6526328760623752772481294234789133938623788320594989157359530008121724012439,0x249e30439a6e42924310da684fdd9f4785d699c1b6f12f848772fcb4076a92f4
22/02/2026 16:30:00,Tottenham Hotspur FC vs. Arsenal FC: O/U 1.5,BUY,Over,0.77,45.0,epl-tot-ars-2026-02-22-total-1pt5,epl-tot-ars-2026-02-22-more-markets,0x9ea10c9f5eeadf149da34117a7882f2275c9df66,109812797214843620822468457355758602807581741151916335210515163371224886896809,0x1b43a473b1347c486e04fbe6d8d1d60f0b80ad89051159fa7e8ad8eaa3baaadf
22/02/2026 16:01:06,Crystal Palace FC vs. Wolverhampton Wanderers FC: O/U 4.5,SELL,Under,0.999,20.0,epl-cry-wol-2026-02-22-total-4pt5,epl-cry-wol-2026-02-22-more-markets,0x9ea10c9f5eeadf149da34117a7882f2275c9df66,98081524649372238021323593358643813586107713379488838133700770930722623670652,0x88dfa3e696e59468ee76005c076f3e9c29624d3beecba4339d69429de353718b
22/02/2026 16:01:02,Nottingham Forest FC vs. Liverpool FC: O/U 3.5,SELL,Under,0.999,45.0,epl-not-liv-2026-02-22-total-3pt5,epl-not-liv-2026-02-22-more-markets,0x9ea10c9f5eeadf149da34117a7882f2275c9df66,114165284650382526106749380004001833892436326169867543824463139482465957413820,0x6935f2b1b3d47fc66c57d1cf755ed2dbafb68ddb34413d2d32b93299210a0920
22/02/2026 15:14:18,Sunderland AFC vs. Fulham FC: O/U 1.5,SELL,Over,0.33,30.0,epl-sun-ful-2026-02-22-total-1pt5,epl-sun-ful-2026-02-22-more-markets,0x9ea10c9f5eeadf149da34117a7882f2275c9df66,56801363411183780040830499185830974450076943135400664178205768340478809674736,0x79cbddc16615e9b3865fe02900107a0e73bacfeb75f32617f2eb000dfb9ebb23
22/02/2026 15:11:30,Nottingham Forest FC vs. Liverpool FC: O/U 3.5,BUY,Under,0.94,15.0,epl-not-liv-2026-02-22-total-3pt5,epl-not-liv-2026-02-22-more-markets,0x9ea10c9f5eeadf149da34117a7882f2275c9df66,114165284650382526106749380004001833892436326169867543824463139482465957413820,0x6935f2b1b3d47fc66c57d1cf755ed2dbafb68ddb34413d2d32b93299210a0920
22/02/2026 15:11:04,Nottingham Forest FC vs. Liverpool FC: O/U 1.5,SELL,Over,0.45,30.0,epl-not-liv-2026-02-22-total-1pt5,epl-not-liv-2026-02-22-more-markets,0x9ea10c9f5eeadf149da34117a7882f2275c9df66,105291700770090444366318680141964145639126693424383400831571963075692127777058,0xda8c3fd761d56b1f9f06db1b3c1ef7fe00eb938220eebb7685bd89526a3c46a7
22/02/2026 15:10:42,Nottingham Forest FC vs. Liverpool FC: O/U 3.5,BUY,Under,0.94,30.0,epl-not-liv-2026-02-22-total-3pt5,epl-not-liv-2026-02-22-more-markets,0x9ea10c9f5eeadf149da34117a7882f2275c9df66,114165284650382526106749380004001833892436326169867543824463139482465957413820,0x6935f2b1b3d47fc66c57d1cf755ed2dbafb68ddb34413d2d32b93299210a0920
