sport,title,event_id,market_id,market_name,liquidity,volume,end_date,token_id,outcome,price
epl,West Ham United FC vs. Manchester City FC,238417,1472873,Will Manchester City FC win on 2026-03-14?,235561.997,90815.19458799993,2026-03-14T20:00:00Z,49245549336290031579679695778378824875023636927679960174066912313036743279237,NO,
epl,West Ham United FC vs. Manchester City FC - More Markets,238543,1473345,West Ham United FC vs. Manchester City FC: Both Teams to Score,2943.7934,251.99406799999997,2026-03-14T20:00:00Z,27316276768032441696895155661384698859694028511997032316093727625204419090989,YES,
epl,West Ham United FC vs. Manchester City FC - More Markets,238543,1473345,West Ham United FC vs. Manchester City FC: Both Teams to Score,2943.7934,251.99406799999997,2026-03-14T20:00:00Z,76034843918421114824649044686380536562598531209115485694518705897867633964549,NO,
epl,Arsenal FC vs. Everton FC - More Markets,238547,1473380,Arsenal FC vs. Everton FC: Both Teams to Score,2997.1849,820.052415,2026-03-14T17:30:00Z,35493065441564416264785774361015772515254318836572750318720993260551850607369,YES,
epl,Arsenal FC vs. Everton FC - More Markets,238547,1473380,Arsenal FC vs. Everton FC: Both Teams to Score,2997.1849,820.052415,2026-03-14T17:30:00Z,95989992553922829590550245642888578010071314124680552548066472156170228936876,NO,
epl,Chelsea FC vs. Newcastle United FC - More Markets,238550,1473427,Chelsea FC vs. Newcastle United FC: Both Teams to Score,2029.6316,255.64349099999998,2026-03-14T17:30:00Z,18766715726713300840592630388295474317555872165637459547584801360668843219138,YES,
epl,Chelsea FC vs. Newcastle United FC - More Markets,238550,1473427,Chelsea FC vs. Newcastle United FC: Both Teams to Score,2029.6316,255.64349099999998,2026-03-14T17:30:00Z,79881875010977607026986867841771194520190226771071897170123420640608260216860,NO,
epl,Sunderland AFC vs. Brighton & Hove Albion FC - More Markets,238554,1473479,Sunderland AFC vs. Brighton & Hove Albion FC: Both Teams to Score,4367.6876,520.150119,2026-03-14T15:00:00Z,69465412723518552772603647206212106907509175526224829040056022462753395959361,YES,
epl,Sunderland AFC vs. Brighton & Hove Albion FC - More Markets,238554,1473479,Sunderland AFC vs. Brighton & Hove Albion FC: Both Teams to Score,4367.6876,520.150119,2026-03-14T15:00:00Z,89209088665799301047159142882267967377270775237904844889746532080054875232283,NO,
epl,Burnley FC vs. AFC Bournemouth - More Markets,238557,1473520,Burnley FC vs. AFC Bournemouth: Both Teams to Score,2765.5113,436.9599449999999,2026-03-14T15:00:00Z,33721431910087390444274784098123789482746612612395336626115945048929369218237,YES,
epl,Burnley FC vs. AFC Bournemouth - More Markets,238557,1473520,Burnley FC vs. AFC Bournemouth: Both Teams to Score,2765.5113,436.9599449999999,2026-03-14T15:00:00Z,37108418916284745836419079320907676172444251133945955714761098371083535861418,NO,
epl,Manchester United FC vs. Aston Villa FC,240653,1480715,Will Manchester United FC win on 2026-03-15?,212865.3503,33540.576483999976,2026-03-15T14:00:00Z,49199458578674299280518325446666793632087135647583739482099632115201280158865,YES,
epl,Manchester United FC vs. Aston Villa FC,240653,1480715,Will Manchester United FC win on 2026-03-15?,212865.3503,33540.576483999976,2026-03-15T14:00:00Z,1568229071759159337157854957391103650766746527032661856923664723583647666958,NO,
epl,Manchester United FC vs. Aston Villa FC,240653,1480718,Will Aston Villa FC win on 2026-03-15?,191161.9849,5516.283788000001,2026-03-15T14:00:00Z,33963961321781294066793384128140382622650266529966795638041684912285934887597,YES,
epl,Manchester United FC vs. Aston Villa FC,240653,1480718,Will Aston Villa FC win on 2026-03-15?,191161.9849,5516.283788000001,2026-03-15T14:00:00Z,107239732658732337610908501548179173173217878970285380780115814348250174042822,NO,
epl,Manchester United FC vs. Aston Villa FC,240653,1480716,Will Manchester United FC vs. Aston Villa FC end in a draw?,186725.8774,2121.7841520000006,2026-03-15T14:00:00Z,94115882077608044197525900408809358480680877998869298629002836029249577661902,YES,
epl,Manchester United FC vs. Aston Villa FC,240653,1480716,Will Manchester United FC vs. Aston Villa FC end in a draw?,186725.8774,2121.7841520000006,2026-03-15T14:00:00Z,36235559748593752346670434071861310040301706546267118373719597548707600659962,NO,
epl,Crystal Palace FC vs. Leeds United FC,240659,1480729,Will Crystal Palace FC win on 2026-03-15?,180382.3936,8382.872599000002,2026-03-15T14:00:00Z,53860536354451728164758573120509120640842800890402836959946656108912850633383,YES,
epl,Crystal Palace FC vs. Leeds United FC,240659,1480729,Will Crystal Palace FC win on 2026-03-15?,180382.3936,8382.872599000002,2026-03-15T14:00:00Z,80598114686081601233589908085445587774736434606908684810231717377616245411839,NO,
epl,Crystal Palace FC vs. Leeds United FC,240659,1480730,Will Crystal Palace FC vs. Leeds United FC end in a draw?,190796.2825,1318.4978680000004,2026-03-15T14:00:00Z,2616402128368840403380800717674578354766381704420821829222164010470082617261,YES,
epl,Crystal Palace FC vs. Leeds United FC,240659,1480730,Will Crystal Palace FC vs. Leeds United FC end in a draw?,190796.2825,1318.4978680000004,2026-03-15T14:00:00Z,23282703034224744038120206410892448712063779653702643816892942912601569143362,NO,
epl,Crystal Palace FC vs. Leeds United FC,240659,1480732,Will Leeds United FC win on 2026-03-15?,178741.3752,1687.2189620000001,2026-03-15T14:00:00Z,74649244239744218165949496953496152268678754269160115006529600518430963099320,YES,
epl,Crystal Palace FC vs. Leeds United FC,240659,1480732,Will Leeds United FC win on 2026-03-15?,178741.3752,1687.2189620000001,2026-03-15T14:00:00Z,54107138480707586007540318054541841122031784245604189708128801043855709565371,NO,
epl,Nottingham Forest FC vs. Fulham FC,240664,1480740,Will Nottingham Forest FC win on 2026-03-15?,192693.7116,1725.1996149999995,2026-03-15T14:00:00Z,53826182091114174886828435963756500685188864753078374559198340086078124917899,YES,
epl,Nottingham Forest FC vs. Fulham FC,240664,1480740,Will Nottingham Forest FC win on 2026-03-15?,192693.7116,1725.1996149999995,2026-03-15T14:00:00Z,113040353500743923899093749200509781860162687066099703883831193969436805148644,NO,
epl,Nottingham Forest FC vs. Fulham FC,240664,1480742,Will Nottingham Forest FC vs. Fulham FC end in a draw?,180519.4922,461.22407599999985,2026-03-15T14:00:00Z,41465099298725482263011127667380436500917804417808564908106579010431828446429,YES,
epl,Nottingham Forest FC vs. Fulham FC,240664,1480742,Will Nottingham Forest FC vs. Fulham FC end in a draw?,180519.4922,461.22407599999985,2026-03-15T14:00:00Z,61246809443172949894023454406287947447810835047379100936732051953925424399205,NO,
epl,Nottingham Forest FC vs. Fulham FC,240664,1480744,Will Fulham FC win on 2026-03-15?,191223.5015,6120.620931999997,2026-03-15T14:00:00Z,36339850254157377830381845388945943780350502305284825112673686524258047733362,YES,
epl,Nottingham Forest FC vs. Fulham FC,240664,1480744,Will Fulham FC win on 2026-03-15?,191223.5015,6120.620931999997,2026-03-15T14:00:00Z,23334940123661140906812301385003987489412432031488779578365886394605366005400,NO,
epl,Liverpool FC vs. Tottenham Hotspur FC,240668,1480750,Will Liverpool FC win on 2026-03-15?,207435.3824,22057.31150999999,2026-03-15T16:30:00Z,66167282560194887008564299553098597284350396523168513310347866677310039164905,YES,
epl,Liverpool FC vs. Tottenham Hotspur FC,240668,1480750,Will Liverpool FC win on 2026-03-15?,207435.3824,22057.31150999999,2026-03-15T16:30:00Z,95215712530178334947460173605627203176978887702736846305924091435813620491281,NO,
epl,Liverpool FC vs. Tottenham Hotspur FC,240668,1480751,Will Liverpool FC vs. Tottenham Hotspur FC end in a draw?,185370.0033,3816.654757,2026-03-15T16:30:00Z,38884134897307114491523488529548848404082162282427027859870822739822955962974,YES,
epl,Liverpool FC vs. Tottenham Hotspur FC,240668,1480751,Will Liverpool FC vs. Tottenham Hotspur FC end in a draw?,185370.0033,3816.654757,2026-03-15T16:30:00Z,51923453795366591794271496276071094015134700878014207180405746399678317751802,NO,
epl,Liverpool FC vs. Tottenham Hotspur FC,240668,1480752,Will Tottenham Hotspur FC win on 2026-03-15?,189024.5381,34853.69893499997,2026-03-15T16:30:00Z,99455241418187642495529445550648546128939146170410824511522791868477388956789,YES,
epl,Liverpool FC vs. Tottenham Hotspur FC,240668,1480752,Will Tottenham Hotspur FC win on 2026-03-15?,189024.5381,34853.69893499997,2026-03-15T16:30:00Z,53773949041456643486379937061312758066555318516154206149362865894713675486962,NO,
epl,Liverpool FC vs. Tottenham Hotspur FC - More Markets,240784,1481050,Liverpool FC vs. Tottenham Hotspur FC: Both Teams to Score,2072.4444,79.779676,2026-03-15T16:30:00Z,13889936164161991549058316536204970571018110158973524946716602422419632034858,YES,
epl,Liverpool FC vs. Tottenham Hotspur FC - More Markets,240784,1481050,Liverpool FC vs. Tottenham Hotspur FC: Both Teams to Score,2072.4444,79.779676,2026-03-15T16:30:00Z,1937869000622166564247211901905233274356540781063937330241487229554464407251,NO,
epl,Nottingham Forest FC vs. Fulham FC - More Markets,240788,1481091,Nottingham Forest FC vs. Fulham FC: Both Teams to Score,2264.4636,,2026-03-15T14:00:00Z,75766541037439760059692662658957334534571726223440052392737365526659599408106,YES,
epl,Nottingham Forest FC vs. Fulham FC - More Markets,240788,1481091,Nottingham Forest FC vs. Fulham FC: Both Teams to Score,2264.4636,,2026-03-15T14:00:00Z,43433302992949961130377033938034450772601877034574535298347668237776344398304,NO,
epl,Crystal Palace FC vs. Leeds United FC - More Markets,240795,1481136,Crystal Palace FC vs. Leeds United FC: Both Teams to Score,2518.9149,48.96041,2026-03-15T14:00:00Z,114193112845153107980720576534501394282862854376028071534307245553072712522963,YES,
epl,Crystal Palace FC vs. Leeds United FC - More Markets,240795,1481136,Crystal Palace FC vs. Leeds United FC: Both Teams to Score,2518.9149,48.96041,2026-03-15T14:00:00Z,60283982314960057238097521573230992778977154699434467566662466249483341581125,NO,
epl,Manchester United FC vs. Aston Villa FC - More Markets,240799,1481171,Manchester United FC vs. Aston Villa FC: Both Teams to Score,2371.2531,26.906787,2026-03-15T14:00:00Z,109684488405249798138386776225416284151122692825235837790215304739278482985728,YES,
epl,Manchester United FC vs. Aston Villa FC - More Markets,240799,1481171,Manchester United FC vs. Aston Villa FC: Both Teams to Score,2371.2531,26.906787,2026-03-15T14:00:00Z,28288064184347826096458507904161055405092284543865903576399959343690947643309,NO,
epl,Brentford FC vs. Wolverhampton Wanderers FC,242851,1488887,Will Brentford FC win on 2026-03-16?,40559.3832,7090.702113999997,2026-03-16T20:00:00Z,47494701246623683904467099439211712078496707997982781452643608690648347494691,YES,
epl,Brentford FC vs. Wolverhampton Wanderers FC,242851,1488887,Will Brentford FC win on 2026-03-16?,40559.3832,7090.702113999997,2026-03-16T20:00:00Z,65518682212022781901729149980017915467817457835152287376501549020779362175695,NO,
epl,Brentford FC vs. Wolverhampton Wanderers FC,242851,1488892,Will Brentford FC vs. Wolverhampton Wanderers FC end in a draw?,38129.2767,895.3259780000003,2026-03-16T20:00:00Z,36847072724559173717932852521154454046199061185812140044701797780609311414898,YES,
epl,Brentford FC vs. Wolverhampton Wanderers FC,242851,1488892,Will Brentford FC vs. Wolverhampton Wanderers FC end in a draw?,38129.2767,895.3259780000003,2026-03-16T20:00:00Z,9348804764823995428296154963989219895718178014554567894951462406144818261208,NO,
epl,Brentford FC vs. Wolverhampton Wanderers FC,242851,1488895,Will Wolverhampton Wanderers FC win on 2026-03-16?,37820.3383,2104.383967,2026-03-16T20:00:00Z,98107912998624786361577465233693172875466676473751002010266720534494299124333,YES,
epl,Brentford FC vs. Wolverhampton Wanderers FC,242851,1488895,Will Wolverhampton Wanderers FC win on 2026-03-16?,37820.3383,2104.383967,2026-03-16T20:00:00Z,44793860948810476642030223136795874258351936375138856558421735405165202363047,NO,
epl,Brentford FC vs. Wolverhampton Wanderers FC - More Markets,242984,1489332,Brentford FC vs. Wolverhampton Wanderers FC: Both Teams to Score,2039.6846,,2026-03-16T20:00:00Z,8152142831330162200200076668526088571891385703327787460207202531618903133577,YES,
epl,Brentford FC vs. Wolverhampton Wanderers FC - More Markets,242984,1489332,Brentford FC vs. Wolverhampton Wanderers FC: Both Teams to Score,2039.6846,,2026-03-16T20:00:00Z,98192221442594225031247814505383564694015101024099243982036067120786890195292,NO,
epl,AFC Bournemouth vs. Manchester United FC,251246,1520597,Will AFC Bournemouth win on 2026-03-20?,6460.5771,96.46440000000001,2026-03-20T20:00:00Z,58206139529666709446170935349036911353681231083630030802859175769000049741130,YES,
epl,AFC Bournemouth vs. Manchester United FC,251246,1520597,Will AFC Bournemouth win on 2026-03-20?,6460.5771,96.46440000000001,2026-03-20T20:00:00Z,47608094560025294630137639414293236946437904989875890424548332790785085274909,NO,
epl,AFC Bournemouth vs. Manchester United FC,251246,1520604,Will AFC Bournemouth vs. Manchester United FC end in a draw?,2798.6387,,2026-03-20T20:00:00Z,55188213476520233230864899737260496833336309617008847802520304676111086492676,YES,
epl,AFC Bournemouth vs. Manchester United FC,251246,1520604,Will AFC Bournemouth vs. Manchester United FC end in a draw?,2798.6387,,2026-03-20T20:00:00Z,27632745735048026739435779140247331216073598388453182713087416915901393181083,NO,
epl,AFC Bournemouth vs. Manchester United FC,251246,1520611,Will Manchester United FC win on 2026-03-20?,11413.094,1346.888125,2026-03-20T20:00:00Z,46176690668105177227089990838594026351799238651232950832331852562296667074978,YES,
epl,AFC Bournemouth vs. Manchester United FC,251246,1520611,Will Manchester United FC win on 2026-03-20?,11413.094,1346.888125,2026-03-20T20:00:00Z,17302722489436708270196331160675858429400195634505670995989224419752199965007,NO,
epl,AFC Bournemouth vs. Manchester United FC - More Markets,251344,1521093,AFC Bournemouth vs. Manchester United FC: Both Teams to Score,1813.3197,,2026-03-20T20:00:00Z,79022137376896835055135852256488469040137881974170706221246880630606261866734,YES,
epl,AFC Bournemouth vs. Manchester United FC - More Markets,251344,1521093,AFC Bournemouth vs. Manchester United FC: Both Teams to Score,1813.3197,,2026-03-20T20:00:00Z,50300277916397437285887189269472633907365101782157172995531032243038291302399,NO,
epl,Brighton & Hove Albion FC vs. Liverpool FC,253450,1530201,Will Brighton & Hove Albion FC win on 2026-03-21?,1113.5399,,2026-03-21T12:30:00Z,100464054121002033210929966097122721185902091676775506635237858654025169363262,YES,
epl,Brighton & Hove Albion FC vs. Liverpool FC,253450,1530201,Will Brighton & Hove Albion FC win on 2026-03-21?,1113.5399,,2026-03-21T12:30:00Z,91595611711857061266848005839241280172428276017567711020306849111847225224506,NO,
epl,Brighton & Hove Albion FC vs. Liverpool FC,253450,1530206,Will Brighton & Hove Albion FC vs. Liverpool FC end in a draw?,1221.0514,16.24205,2026-03-21T12:30:00Z,71054960507984884736173544280423585166770697935206743085530811742358937918796,YES,
epl,Brighton & Hove Albion FC vs. Liverpool FC,253450,1530206,Will Brighton & Hove Albion FC vs. Liverpool FC end in a draw?,1221.0514,16.24205,2026-03-21T12:30:00Z,35311937680826141555591390091964692528220546828175313483953391590030395120953,NO,
epl,Brighton & Hove Albion FC vs. Liverpool FC,253450,1530209,Will Liverpool FC win on 2026-03-21?,825.799,317.36720099999997,2026-03-21T12:30:00Z,35083807819338446925002466154655205330091854330432756866206371119620373615428,YES,
epl,Brighton & Hove Albion FC vs. Liverpool FC,253450,1530209,Will Liverpool FC win on 2026-03-21?,825.799,317.36720099999997,2026-03-21T12:30:00Z,66220644564490923653458867899515751048168076315998022555713235042944085941855,NO,
epl,Manchester City FC vs. Crystal Palace FC,253455,1530214,Will Manchester City FC win on 2026-03-21?,666.35,,2026-03-21T15:00:00Z,59926179825727217606167341176846116057970189763068493202217393131144123674309,YES,
epl,Manchester City FC vs. Crystal Palace FC,253455,1530214,Will Manchester City FC win on 2026-03-21?,666.35,,2026-03-21T15:00:00Z,47219759754952929511555041724310925705098914006324582575339010376090041798290,NO,
epl,Manchester City FC vs. Crystal Palace FC,253455,1530219,Will Manchester City FC vs. Crystal Palace FC end in a draw?,91.3234,34.872856,2026-03-21T15:00:00Z,32246936252145176064268879083356302397903981456046560618741718375991557154603,YES,
epl,Manchester City FC vs. Crystal Palace FC,253455,1530219,Will Manchester City FC vs. Crystal Palace FC end in a draw?,91.3234,34.872856,2026-03-21T15:00:00Z,75338707066165156757244001081122408919578505995569549171004710891865691984299,NO,
epl,Manchester City FC vs. Crystal Palace FC,253455,1530224,Will Crystal Palace FC win on 2026-03-21?,102.2106,44.344614,2026-03-21T15:00:00Z,47798652524102667635886769882234495418506879283040748965001754646341968655128,YES,
epl,Manchester City FC vs. Crystal Palace FC,253455,1530224,Will Crystal Palace FC win on 2026-03-21?,102.2106,44.344614,2026-03-21T15:00:00Z,88639627857834836327482563640281140981699901058586211983731514629963735119188,NO,
epl,Fulham FC vs. Burnley FC,253464,1530238,Will Fulham FC win on 2026-03-21?,510.4478,170.597212,2026-03-21T15:00:00Z,100424505911492726143069668369640898890012859227903329249368753635028896002613,YES,
epl,Fulham FC vs. Burnley FC,253464,1530238,Will Fulham FC win on 2026-03-21?,510.4478,170.597212,2026-03-21T15:00:00Z,23394403698797536060174865791232285383368031974218761200893891132375654805462,NO,
epl,Fulham FC vs. Burnley FC,253464,1530243,Will Fulham FC vs. Burnley FC end in a draw?,777.9589,11.366665000000001,2026-03-21T15:00:00Z,55533957137464933290196211705835266422229072883604545139508878784729659453667,YES,
epl,Fulham FC vs. Burnley FC,253464,1530243,Will Fulham FC vs. Burnley FC end in a draw?,777.9589,11.366665000000001,2026-03-21T15:00:00Z,60931977336265995112725298387860786608443380841131230738721547737597441231440,NO,
epl,Fulham FC vs. Burnley FC,253464,1530248,Will Burnley FC win on 2026-03-21?,840.6388,21.762351,2026-03-21T15:00:00Z,111387501328662145897103162600496351393235879641274336060199507793806731099077,YES,
epl,Fulham FC vs. Burnley FC,253464,1530248,Will Burnley FC win on 2026-03-21?,840.6388,21.762351,2026-03-21T15:00:00Z,96244402410252787635355732169781815954820818766324059913435591149410346442816,NO,
lal,Deportivo Alavés vs. Villarreal CF,236324,1463928,Will Deportivo Alavés win on 2026-03-13?,329384.0476,6465.391224999999,2026-03-13T20:00:00Z,20893137374710954151401739368173702855784950337521949657086259029802619532488,YES,
lal,Deportivo Alavés vs. Villarreal CF,236324,1463928,Will Deportivo Alavés win on 2026-03-13?,329384.0476,6465.391224999999,2026-03-13T20:00:00Z,71912777568078491390794531032171774319775966352239411229737342036904790670131,NO,
lal,Deportivo Alavés vs. Villarreal CF,236324,1463930,Will Deportivo Alavés vs. Villarreal CF end in a draw?,209799.2347,3188.649417,2026-03-13T20:00:00Z,19735231474405151954242016613131382807571504732725866817094303532644910558498,YES,
lal,Deportivo Alavés vs. Villarreal CF,236324,1463930,Will Deportivo Alavés vs. Villarreal CF end in a draw?,209799.2347,3188.649417,2026-03-13T20:00:00Z,57981294014672290097273975473716388304839313073861668897544379002291714952298,NO,
lal,Deportivo Alavés vs. Villarreal CF,236324,1463932,Will Villarreal CF win on 2026-03-13?,224768.622,50376.50811799991,2026-03-13T20:00:00Z,33333125574953505042014572663065796133539712143996059145716404099571082268669,YES,
lal,Deportivo Alavés vs. Villarreal CF,236324,1463932,Will Villarreal CF win on 2026-03-13?,224768.622,50376.50811799991,2026-03-13T20:00:00Z,8990484012998797620583490205213873456908470133668444274233335297288422693353,NO,
lal,Deportivo Alavés vs. Villarreal CF - More Markets,236402,1464202,Deportivo Alavés vs. Villarreal CF: Both Teams to Score,3792.8949,942.348453,2026-03-13T20:00:00Z,17919890192630629246755692892013225052287230301386083078087214586573467519187,YES,
lal,Deportivo Alavés vs. Villarreal CF - More Markets,236402,1464202,Deportivo Alavés vs. Villarreal CF: Both Teams to Score,3792.8949,942.348453,2026-03-13T20:00:00Z,49365628575222330808894544226792127422887730531202907107733105526836537956940,NO,
lal,Girona FC vs. Athletic Club,238635,1474137,Will Girona FC win on 2026-03-14?,341871.3911,1173.8808469999997,2026-03-14T13:00:00Z,83276720833971204173740411260142125852439672498609614421673337660469471783143,YES,
lal,Girona FC vs. Athletic Club,238635,1474137,Will Girona FC win on 2026-03-14?,341871.3911,1173.8808469999997,2026-03-14T13:00:00Z,31696288705215573540896657829435088504815572226449545805334149821154432762107,NO,
lal,Girona FC vs. Athletic Club,238635,1474139,Will Girona FC vs. Athletic Club end in a draw?,227997.1148,754.3111150000002,2026-03-14T13:00:00Z,26800789428662671549996626254823538637927791154530635195391738822897882269247,YES,
lal,Girona FC vs. Athletic Club,238635,1474139,Will Girona FC vs. Athletic Club end in a draw?,227997.1148,754.3111150000002,2026-03-14T13:00:00Z,20660045135426703742970238916588756753477257846513931607121177536367280231848,NO,
lal,Girona FC vs. Athletic Club,238635,1474142,Will Athletic Club win on 2026-03-14?,220940.164,1367.8271559999996,2026-03-14T13:00:00Z,114030651306926534139570212699873656229428903612800050905809724365573742856996,YES,
lal,Girona FC vs. Athletic Club,238635,1474142,Will Athletic Club win on 2026-03-14?,220940.164,1367.8271559999996,2026-03-14T13:00:00Z,114990464242130341622091922565575037414685338827326734028899827894381119221725,NO,
lal,Club Atlético de Madrid vs. Getafe CF,238638,1474146,Will Club Atlético de Madrid win on 2026-03-14?,356299.9283,32514.354367000087,2026-03-14T15:15:00Z,29093506439699482309752169403066425755009267599268200999520309821001533326816,YES,
lal,Club Atlético de Madrid vs. Getafe CF,238638,1474146,Will Club Atlético de Madrid win on 2026-03-14?,356299.9283,32514.354367000087,2026-03-14T15:15:00Z,6490290474671910866243995984663876968065600271525277909762974543844320463491,NO,
