user,user_address,timestamp,title,side,outcome,price,size,slug,eventSlug,proxyWallet,asset,conditionId,transactionHash
user_S1,0x9ea10c9f5eeadf149da34117a7882f2275c9df66,09/03/2026 20:41:19,RCD Espanyol de Barcelona vs. Real Oviedo: O/U 1.5,SELL,Over,0.999,100.49,lal-esp-ovi-2026-03-09-total-1pt5,lal-esp-ovi-2026-03-09-more-markets,0x9ea10c9f5eeadf149da34117a7882f2275c9df66,97257530606497465119869742582893190737334725877007936096336602924311038373969,0x17e7775d3fa8759e24fbc5213b9deba84600aa636e361f18763a1b281587d446,0x431e5e584e0fac8b63981b4439fdccfa1e34bc7db91aafb6810cd2824b4ccee9
user_S1,0x9ea10c9f5eeadf149da34117a7882f2275c9df66,09/03/2026 20:07:51,West Ham United FC vs. Brentford FC: O/U 1.5,SELL,Over,0.999,74.99,efa-whu-bre1-2026-03-07-total-1pt5,efa-whu-bre1-2026-03-07-more-markets,0x9ea10c9f5eeadf149da34117a7882f2275c9df66,14615775686391979427031976192172502872270838491830762681889965471155820227793,0x73b9a88edccc4b31368bea845cb375cffde8841f59e68dcaf31f26d4f2380545,0x4d7f80f81f6d671f67448448f88252537ef4e46472fcb510a185ef6280507224
user_S1,0x9ea10c9f5eeadf149da34117a7882f2275c9df66,09/03/2026 19:51:59,West Ham United FC vs. Brentford FC: O/U 1.5,SELL,Over,0.93,3.7,efa-whu-bre1-2026-03-07-total-1pt5,efa-whu-bre1-2026-03-07-more-markets,0x9ea10c9f5eeadf149da34117a7882f2275c9df66,14615775686391979427031976192172502872270838491830762681889965471155820227793,0x73b9a88edccc4b31368bea845cb375cffde8841f59e68dcaf31f26d4f2380545,0x64d93191fc7ae92668947794179e7cae989552cd50a9ca536b405369b6310c5d
user_S1,0x9ea10c9f5eeadf149da34117a7882f2275c9df66,08/03/2026 23:47:17,Deportivo Toluca FC vs. FC Juárez: O/U 1.5,BUY,Over,0.57,30.0,mex-tol-jua-2026-03-08-total-1pt5,mex-tol-jua-2026-03-08-more-markets,0x9ea10c9f5eeadf149da34117a7882f2275c9df66,2146701370614146422104568403975222948657607059278028386001902326867020187460,0x2ddd62a7c2390db77e4087cc998f575341e880cefb242d8fe5f14e9767d9ba03,0x6b0b79493290501ad035149969ebbc69643da4a57e4f9965fea7bb9f2c9c3a5b
user_S1,0x9ea10c9f5eeadf149da34117a7882f2275c9df66,08/03/2026 20:36:55,New York Red Bulls vs. CF Montréal: O/U 1.5,SELL,Under,0.15116,100.0,mls-nyr-mim-2026-03-08-total-1pt5,mls-nyr-mim-2026-03-08-more-markets,0x9ea10c9f5eeadf149da34117a7882f2275c9df66,89022855741763589849375461394637143138643714002496552778418142635527625529075,0x6503063b3aded4f5a30c1429585cbe88a59cb5ac720b04b0305e404c6cfd07ce,0x2383e3160e38bdbd15466f94ccaf391a3df457417459f8c583adbb823e03cc2b
user_S1,0x9ea10c9f5eeadf149da34117a7882f2275c9df66,08/03/2026 20:34:41,New York Red Bulls vs. CF Montréal: O/U 1.5,BUY,Under,0.23,100.0,mls-nyr-mim-2026-03-08-total-1pt5,mls-nyr-mim-2026-03-08-more-markets,0x9ea10c9f5eeadf149da34117a7882f2275c9df66,89022855741763589849375461394637143138643714002496552778418142635527625529075,0x6503063b3aded4f5a30c1429585cbe88a59cb5ac720b04b0305e404c6cfd07ce,0x50d4e824c6920e90a5d75033d265866950a5d98f898620b88f2afe6ab733a3d2
user_S1,0x9ea10c9f5eeadf149da34117a7882f2275c9df66,07/03/2026 22:11:03,D.C. United SC vs. Inter Miami CF: O/U 1.5,SELL,Over,0.99,100.0,mls-dcu-mia-2026-03-07-total-1pt5,mls-dcu-mia-2026-03-07-more-markets,0x9ea10c9f5eeadf149da34117a7882f2275c9df66,72516526928057160332767815268894340127989021676683572058433624429598408280670,0xf430b6e97f0bfffd1a40729d7dbef9430440afece9279739ca20de454402086d,0x718b2669e75ff0d2e5c0bb3520707f6854c000ccf00db3654e581c1dbad45fb4
user_S1,0x9ea10c9f5eeadf149da34117a7882f2275c9df66,07/03/2026 21:02:09,Juventus FC vs. Pisa SC: O/U 1.5,SELL,Over,0.71,105.0,sea-juv-pis-2026-03-07-total-1pt5,sea-juv-pis-2026-03-07-more-markets,0x9ea10c9f5eeadf149da34117a7882f2275c9df66,60214633820542604612518810605243954157871935583004906813922333334095822083548,0x39e81b5fa4678c791531472f3376e31182f0f8dea555b1c0d37991b1371dc3a3,0x3c2d7790d13954704b84be7acc42e0a247099fef42578ae4a5e118a674b36272
user_S1,0x9ea10c9f5eeadf149da34117a7882f2275c9df66,07/03/2026 20:58:01,Juventus FC vs. Pisa SC: O/U 1.5,SELL,Under,0.24,105.0,sea-juv-pis-2026-03-07-total-1pt5,sea-juv-pis-2026-03-07-more-markets,0x9ea10c9f5eeadf149da34117a7882f2275c9df66,114489329083960675377148725493370617283313208562877482867165084715798052690196,0x39e81b5fa4678c791531472f3376e31182f0f8dea555b1c0d37991b1371dc3a3,0x1d5c30747962cd888b74d5418e632c215cd150cc9db9418860c491d9c3ed63b5
user_S1,0x9ea10c9f5eeadf149da34117a7882f2275c9df66,07/03/2026 20:47:15,Newcastle United FC vs. Manchester City FC: O/U 1.5,SELL,Over,0.992068406840684,99.99,efa-new-mnc-2026-03-07-total-1pt5,efa-new-mnc-2026-03-07-more-markets,0x9ea10c9f5eeadf149da34117a7882f2275c9df66,37792898903131829828896162821727922335750249533379856616422001827751126184496,0xc8d68a874dd694bc8d94b754220ff130a085393b022bba88c52a57f6bdd3d7d0,0x07acba77ebb50c88aa21de8413bc98904d46453ebb6f998bb73f49a1f1c37c2c
user_S1,0x9ea10c9f5eeadf149da34117a7882f2275c9df66,07/03/2026 20:46:29,Juventus FC vs. Pisa SC: O/U 1.5,BUY,Under,0.44,105.0,sea-juv-pis-2026-03-07-total-1pt5,sea-juv-pis-2026-03-07-more-markets,0x9ea10c9f5eeadf149da34117a7882f2275c9df66,114489329083960675377148725493370617283313208562877482867165084715798052690196,0x39e81b5fa4678c791531472f3376e31182f0f8dea555b1c0d37991b1371dc3a3,0x36a36595359c94b4e1de9647cd0b6f75e49a36ba7fb21fb96f71d86a993a166a
user_S1,0x9ea10c9f5eeadf149da34117a7882f2275c9df66,07/03/2026 20:32:51,Juventus FC vs. Pisa SC: O/U 1.5,SELL,Over,0.57,35.0,sea-juv-pis-2026-03-07-total-1pt5,sea-juv-pis-2026-03-07-more-markets,0x9ea10c9f5eeadf149da34117a7882f2275c9df66,60214633820542604612518810605243954157871935583004906813922333334095822083548,0x39e81b5fa4678c791531472f3376e31182f0f8dea555b1c0d37991b1371dc3a3,0xc2763928ffb104a01b2b5f85a3f63aa21cf9bb2bc4c1578f92b85ca3b10bff45
